"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
45,"admin.","married","high.school","no","yes","no","cellular","jul","fri",172,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
24,"services","single","basic.9y","no","no","no","cellular","jul","wed",105,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"admin.","divorced","university.degree","no","no","no","cellular","aug","wed",102,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
39,"services","single","high.school","no","yes","no","cellular","apr","thu",1007,3,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
56,"retired","married","basic.6y","","yes","no","cellular","aug","wed",39,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
34,"housemaid","married","high.school","","no","no","cellular","may","wed",142,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
25,"self-employed","married","university.degree","no","yes","no","telephone","may","fri",274,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"student","single","university.degree","","yes","no","telephone","may","mon",208,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"entrepreneur","married","university.degree","","yes","no","telephone","nov","mon",215,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
32,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
42,"management","married","university.degree","no","yes","no","cellular","nov","mon",104,3,999,1,"failure",-3.4,92.649,-30.1,0.714,5017.5,"no"
44,"blue-collar","married","basic.4y","","yes","no","cellular","aug","thu",210,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
37,"blue-collar","married","","","no","no","cellular","may","tue",409,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
48,"blue-collar","married","high.school","","no","no","telephone","may","thu",202,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
55,"admin.","divorced","high.school","no","no","no","cellular","aug","tue",245,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes"
46,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","fri",342,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
37,"blue-collar","married","high.school","no","yes","no","cellular","apr","mon",233,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"technician","married","professional.course","no","yes","yes","cellular","jun","tue",191,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.206,5076.2,"no"
56,"retired","married","basic.4y","","yes","no","cellular","aug","wed",198,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
65,"retired","married","","no","","","telephone","oct","mon",208,3,999,1,"failure",-3.4,92.431,-26.9,0.739,5017.5,"no"
40,"technician","married","basic.9y","no","no","no","cellular","nov","wed",59,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
81,"","divorced","","","yes","no","cellular","nov","mon",263,1,999,1,"failure",-3.4,92.649,-30.1,0.715,5017.5,"yes"
36,"blue-collar","single","basic.9y","no","no","no","telephone","jun","fri",43,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
35,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",342,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"blue-collar","married","basic.6y","","yes","no","telephone","may","thu",347,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
32,"student","single","university.degree","no","no","no","cellular","mar","fri",61,11,999,0,"nonexistent",-1.8,92.843,-50,1.64,5099.1,"no"
56,"entrepreneur","married","","no","yes","no","cellular","jul","thu",478,2,999,0,"nonexistent",-2.9,92.469,-33.6,1.072,5076.2,"yes"
35,"technician","married","professional.course","no","no","no","telephone","may","wed",450,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
29,"admin.","single","university.degree","no","no","no","cellular","aug","fri",97,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
58,"admin.","married","basic.4y","","no","yes","cellular","may","fri",186,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
48,"unemployed","married","professional.course","","yes","yes","telephone","nov","fri",83,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
48,"admin.","divorced","high.school","no","no","no","telephone","jul","mon",352,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
39,"technician","divorced","professional.course","no","yes","no","telephone","may","fri",363,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"admin.","married","high.school","","yes","no","cellular","apr","mon",9,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
37,"technician","single","professional.course","no","yes","no","cellular","may","mon",78,4,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
40,"services","married","basic.6y","","no","no","telephone","may","mon",199,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
56,"management","married","university.degree","no","yes","no","cellular","jul","thu",122,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
34,"blue-collar","single","basic.9y","","yes","no","telephone","may","mon",55,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"technician","married","high.school","","no","no","cellular","aug","tue",332,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
57,"","married","","","no","no","cellular","jul","tue",156,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
32,"technician","married","professional.course","no","yes","no","cellular","aug","mon",187,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
45,"admin.","single","professional.course","no","yes","no","telephone","may","wed",565,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes"
26,"technician","single","university.degree","no","no","no","telephone","jul","thu",447,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
43,"technician","single","professional.course","no","yes","no","telephone","may","mon",186,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"blue-collar","married","basic.4y","","yes","no","cellular","aug","thu",79,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
57,"management","married","university.degree","","yes","yes","cellular","nov","fri",22,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
54,"admin.","married","university.degree","no","yes","yes","cellular","apr","tue",235,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
27,"admin.","married","professional.course","no","yes","no","cellular","may","thu",102,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
31,"services","single","high.school","no","no","no","cellular","apr","fri",160,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"admin.","single","high.school","","yes","no","cellular","may","mon",309,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes"
48,"technician","divorced","professional.course","","yes","no","cellular","aug","wed",200,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
32,"services","single","high.school","no","no","no","telephone","jun","fri",79,1,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
30,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","thu",347,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"blue-collar","divorced","basic.6y","","yes","no","telephone","may","wed",107,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
39,"services","married","high.school","","yes","no","telephone","may","tue",918,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
47,"blue-collar","married","","no","yes","no","cellular","may","mon",100,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
47,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","thu",93,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
35,"blue-collar","married","high.school","no","yes","no","cellular","may","tue",25,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
29,"entrepreneur","married","professional.course","no","no","no","cellular","jul","thu",227,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
37,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",161,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
31,"blue-collar","married","basic.9y","no","no","no","telephone","jun","wed",1218,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
56,"entrepreneur","married","basic.9y","no","no","yes","cellular","nov","wed",680,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"yes"
24,"blue-collar","single","basic.6y","no","no","no","cellular","jul","tue",115,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
46,"technician","married","university.degree","no","yes","no","cellular","apr","thu",375,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
51,"management","married","university.degree","no","yes","no","cellular","nov","mon",1070,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
31,"technician","single","high.school","no","no","no","cellular","nov","mon",44,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
45,"technician","married","professional.course","no","no","no","telephone","jun","thu",517,3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
53,"admin.","divorced","university.degree","no","yes","yes","cellular","sep","fri",168,2,999,1,"failure",-3.4,92.379,-29.8,0.741,5017.5,"no"
34,"admin.","married","university.degree","no","no","no","telephone","may","mon",349,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
30,"blue-collar","single","basic.6y","no","yes","no","telephone","may","fri",72,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
52,"management","divorced","university.degree","no","no","no","telephone","jun","wed",208,4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
32,"admin.","single","high.school","no","no","no","cellular","nov","mon",74,2,999,2,"failure",-1.1,94.767,-50.8,1.048,4963.6,"no"
32,"admin.","single","university.degree","no","yes","no","telephone","nov","fri",135,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"yes"
31,"admin.","married","university.degree","","no","no","cellular","aug","wed",150,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"blue-collar","single","basic.4y","no","yes","no","cellular","nov","fri",451,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
47,"services","married","basic.6y","no","yes","no","cellular","may","thu",201,2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
39,"admin.","single","high.school","no","yes","no","telephone","may","fri",59,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
32,"blue-collar","single","basic.6y","no","yes","no","cellular","may","fri",211,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
28,"housemaid","married","basic.6y","","no","no","telephone","may","fri",38,11,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",66,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no"
39,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",258,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
37,"blue-collar","married","basic.6y","","no","no","telephone","jun","tue",50,4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
27,"admin.","single","university.degree","no","yes","no","cellular","jul","tue",490,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
43,"entrepreneur","married","basic.9y","no","no","no","telephone","jun","tue",301,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
36,"admin.","single","university.degree","no","no","no","cellular","aug","wed",173,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
51,"entrepreneur","married","basic.4y","","no","no","telephone","may","fri",277,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
48,"management","married","university.degree","","no","no","cellular","nov","wed",52,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
32,"admin.","single","university.degree","no","yes","no","cellular","jun","fri",58,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
53,"unemployed","married","basic.4y","","yes","no","telephone","may","wed",339,10,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
47,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",93,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
47,"technician","married","professional.course","no","yes","no","telephone","may","tue",170,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"blue-collar","single","high.school","no","no","no","cellular","may","wed",329,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"yes"
35,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",765,2,6,3,"success",-1.7,94.027,-38.3,0.903,4991.6,"yes"
27,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",429,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,"yes"
31,"technician","single","professional.course","no","no","no","cellular","aug","wed",81,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
31,"blue-collar","married","basic.9y","","no","no","cellular","may","wed",242,2,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
34,"housemaid","married","high.school","","yes","yes","cellular","may","wed",17,4,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
32,"services","married","high.school","no","yes","no","cellular","aug","thu",105,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"no"
64,"housemaid","married","basic.4y","no","yes","yes","cellular","dec","thu",336,5,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
42,"services","single","high.school","no","yes","no","cellular","may","mon",7,5,999,2,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
42,"admin.","married","university.degree","no","no","no","cellular","aug","wed",150,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
29,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",315,2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
46,"admin.","married","high.school","no","no","no","telephone","jun","fri",47,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
66,"housemaid","divorced","basic.4y","no","yes","no","cellular","mar","thu",201,1,3,2,"success",-1.8,93.369,-34.8,0.635,5008.7,"yes"
32,"management","single","university.degree","no","no","no","cellular","jul","fri",237,2,999,1,"failure",-1.7,94.215,-40.3,0.861,4991.6,"no"
20,"student","single","","no","yes","no","cellular","apr","wed",184,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.498,5099.1,"yes"
52,"blue-collar","married","","","yes","no","telephone","jun","thu",60,3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
43,"blue-collar","married","basic.9y","no","no","no","telephone","oct","tue",10,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.86,5195.8,"no"
33,"admin.","divorced","university.degree","no","no","yes","cellular","may","thu",201,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
35,"blue-collar","single","high.school","no","no","no","cellular","nov","wed",77,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
22,"student","single","basic.9y","no","no","no","telephone","aug","mon",297,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,"no"
24,"admin.","single","high.school","no","yes","no","cellular","jul","thu",165,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"blue-collar","married","university.degree","no","no","yes","cellular","may","fri",208,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
33,"technician","married","professional.course","no","no","no","cellular","aug","thu",80,3,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
29,"admin.","single","university.degree","no","no","no","cellular","may","wed",198,2,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
33,"blue-collar","married","basic.9y","no","no","yes","telephone","may","fri",84,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
33,"admin.","married","","no","yes","no","telephone","may","fri",134,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"technician","single","professional.course","no","yes","no","cellular","nov","wed",134,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
32,"services","single","basic.9y","no","yes","no","telephone","may","mon",329,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"self-employed","married","university.degree","no","no","no","cellular","jul","mon",243,30,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
64,"unemployed","divorced","basic.9y","no","yes","no","cellular","oct","wed",604,2,999,0,"nonexistent",-1.1,94.601,-49.5,0.959,4963.6,"no"
38,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",223,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
32,"admin.","married","professional.course","no","no","yes","cellular","oct","tue",221,1,6,1,"success",-3.4,92.431,-26.9,0.742,5017.5,"yes"
35,"entrepreneur","single","university.degree","no","yes","no","cellular","jul","mon",580,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
32,"management","single","university.degree","no","no","no","cellular","jun","mon",257,2,3,1,"success",-2.9,92.963,-40.8,1.281,5076.2,"yes"
48,"admin.","single","university.degree","no","","","cellular","aug","fri",371,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
28,"self-employed","single","high.school","no","no","no","cellular","jul","thu",63,6,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
54,"technician","married","professional.course","no","no","no","cellular","aug","wed",171,3,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
28,"technician","single","professional.course","no","yes","no","cellular","apr","thu",824,1,999,2,"failure",-1.8,93.075,-47.1,1.483,5099.1,"no"
34,"admin.","divorced","university.degree","no","no","no","cellular","aug","tue",267,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"yes"
31,"admin.","divorced","high.school","no","no","no","telephone","may","tue",271,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"admin.","single","university.degree","no","no","no","telephone","jun","mon",367,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
45,"admin.","married","university.degree","no","no","yes","cellular","nov","wed",106,1,999,1,"failure",-3.4,92.649,-30.1,0.715,5017.5,"no"
43,"technician","single","professional.course","no","yes","no","cellular","jul","tue",64,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
28,"blue-collar","single","basic.9y","no","yes","no","telephone","may","tue",212,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"services","married","high.school","no","no","no","cellular","aug","tue",203,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
32,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",322,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
29,"services","married","high.school","no","yes","no","telephone","may","thu",558,6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
35,"admin.","married","university.degree","no","no","no","cellular","aug","thu",32,5,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
26,"unemployed","single","high.school","no","yes","no","telephone","jul","fri",23,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"no"
33,"services","married","university.degree","no","","","telephone","may","thu",73,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
39,"admin.","married","professional.course","no","yes","yes","cellular","aug","fri",112,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
41,"blue-collar","married","basic.9y","no","no","no","cellular","apr","tue",161,1,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,"no"
49,"admin.","single","high.school","no","no","no","telephone","may","mon",501,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"services","single","professional.course","no","no","no","cellular","may","fri",462,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
32,"admin.","married","university.degree","no","no","no","cellular","nov","mon",178,2,999,1,"failure",-3.4,92.649,-30.1,0.715,5017.5,"no"
47,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","fri",167,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
41,"technician","married","professional.course","no","no","no","telephone","may","tue",92,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
56,"services","married","high.school","","no","no","cellular","may","fri",217,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
32,"blue-collar","married","professional.course","no","no","no","telephone","jun","fri",24,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
55,"self-employed","married","basic.9y","no","yes","no","cellular","may","thu",1191,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
30,"technician","married","basic.9y","no","yes","no","telephone","may","thu",7,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
33,"technician","married","university.degree","no","yes","no","cellular","jul","thu",90,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
34,"technician","single","university.degree","no","no","no","cellular","aug","wed",165,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
41,"admin.","married","university.degree","no","yes","no","cellular","apr","fri",961,6,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes"
32,"admin.","single","university.degree","no","yes","yes","cellular","jun","wed",49,2,999,1,"failure",-2.9,92.963,-40.8,1.244,5076.2,"no"
57,"retired","single","","","no","no","cellular","jul","mon",117,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",265,1,3,3,"success",-1.7,94.027,-38.3,0.899,4991.6,"yes"
60,"management","married","university.degree","no","yes","no","cellular","aug","fri",527,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
30,"admin.","single","university.degree","no","yes","no","cellular","may","thu",287,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
36,"admin.","single","university.degree","no","no","no","cellular","jul","thu",48,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
56,"blue-collar","married","basic.4y","no","yes","no","telephone","may","thu",242,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
34,"blue-collar","single","","no","no","no","cellular","mar","fri",98,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.636,5008.7,"no"
30,"technician","single","university.degree","no","yes","no","cellular","jun","fri",166,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
21,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",150,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"admin.","married","high.school","no","yes","no","telephone","jul","thu",12,1,999,1,"failure",-1.7,94.215,-40.3,0.782,4991.6,"no"
52,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",27,10,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
45,"admin.","married","basic.6y","no","no","yes","cellular","jul","fri",268,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
40,"management","married","high.school","no","no","no","cellular","may","fri",253,1,999,1,"failure",-1.8,92.893,-46.2,1.259,5099.1,"no"
61,"retired","married","basic.4y","no","yes","yes","cellular","aug","fri",374,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.849,5076.2,"yes"
31,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",54,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
58,"admin.","married","high.school","","yes","no","cellular","jul","tue",103,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
49,"entrepreneur","married","university.degree","no","yes","no","telephone","nov","mon",118,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
59,"housemaid","divorced","university.degree","no","yes","no","cellular","jul","tue",226,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
40,"admin.","single","university.degree","no","yes","no","telephone","may","mon",194,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"services","single","high.school","no","no","no","cellular","nov","wed",155,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
53,"entrepreneur","married","","no","yes","no","cellular","nov","wed",21,10,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
35,"technician","single","","no","no","no","cellular","may","thu",745,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"yes"
54,"","married","basic.9y","no","yes","no","cellular","jul","tue",174,2,13,2,"success",-1.7,94.215,-40.3,0.876,4991.6,"no"
41,"blue-collar","married","basic.6y","no","no","no","telephone","jul","thu",5,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
53,"retired","divorced","high.school","","yes","no","cellular","jul","tue",84,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"technician","married","professional.course","no","no","no","telephone","may","wed",293,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
51,"housemaid","married","","no","no","no","cellular","aug","fri",273,1,999,1,"failure",-2.9,92.201,-31.4,0.881,5076.2,"yes"
27,"blue-collar","married","basic.4y","","no","no","cellular","may","mon",877,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes"
46,"services","married","high.school","no","no","no","cellular","apr","mon",53,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"admin.","single","university.degree","no","yes","yes","cellular","jul","fri",111,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
49,"entrepreneur","married","professional.course","","no","no","cellular","nov","tue",132,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
35,"admin.","single","university.degree","no","no","no","cellular","aug","tue",199,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
49,"technician","divorced","","no","no","no","telephone","jun","wed",41,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
26,"services","married","basic.9y","no","no","yes","cellular","may","tue",560,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes"
42,"admin.","divorced","university.degree","no","yes","no","telephone","jun","fri",14,6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
52,"services","married","high.school","no","yes","no","cellular","may","tue",108,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
48,"blue-collar","married","basic.4y","","no","no","cellular","jul","thu",484,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",223,4,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
27,"technician","single","university.degree","no","yes","no","cellular","jul","wed",71,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
58,"blue-collar","married","basic.9y","","yes","no","telephone","jun","fri",63,15,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
47,"blue-collar","married","basic.6y","no","no","no","cellular","aug","tue",256,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
